name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Modern and child friendly apartment in trendy area,Bos en Lommer,Entire home/apt,3.0,1.5,4,2,214.0,365,16,100.0,52.37793,4.8467,0
Small Room With Canal View,Westerpark,Private room,1.0,1.0,1,2,59.0,0,25,84.0,52.382220000000004,4.8778,0
Private room near Dam Square Amsterdam,Westerpark,Private room,1.0,1.5,2,1,35.0,309,88,94.0,52.37623,4.875430000000001,1
Penthouse with rooftop terrace in Amsterdam,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,247.0,0,15,99.0,52.36533,4.8611,0
Spacious room in stylish apartment,De Baarsjes - Oud-West,Private room,1.0,1.5,3,3,39.0,177,95,87.0,52.37168,4.85235,0
House boat on one of the beautiful canals,Westerpark,Entire home/apt,2.0,1.0,4,2,206.0,0,11,89.0,52.37963,4.8779900000000005,0
Spacious | trendy 1 bedroom apartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,60,500.0,179,11,98.0,52.34913,4.89666,0
Light and spacious apartment in Amsterdam centre,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,250.0,0,10,98.0,52.35342,4.89064,1
Bright room 10 minutes from Central Station,Oud-Noord,Private room,1.0,1.5,2,2,70.0,0,23,98.0,52.3846,4.91345,0
Amsterdam house,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,180.0,0,15,100.0,52.368159999999996,4.908980000000001,1
The swan boat!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,250.0,0,15,98.0,52.358509999999995,4.903630000000001,0
Big Room in the City  &  near to the museums,De Pijp - Rivierenbuurt,Private room,1.0,1.5,2,1,90.0,90,32,84.0,52.35378,4.88699,0
"Single room, family home",De Pijp - Rivierenbuurt,Private room,1.0,1.0,1,2,30.0,0,35,95.0,52.33939,4.89832,0
Apartment in Amsterdam close to the center,Centrum-Oost,Entire home/apt,3.0,1.0,4,3,230.0,0,27,98.0,52.37044,4.91867,0
Luxurious home with jacuzzi & Lovely garden.,Zuid,Entire home/apt,2.0,1.5,2,2,186.0,131,15,95.0,52.34393,4.8642199999999995,0
Amsterdam Modern HOUSEBOAT with TERRACE,Centrum-Oost,Entire home/apt,2.0,1.0,3,2,295.0,348,29,99.0,52.37298,4.90373,1
Luminous apartment close to tourist attractions,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,214.0,0,19,100.0,52.36984,4.87274,1
Best Location Duplex in the Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,2.0,3,2,120.0,0,14,94.0,52.35617,4.88762,0
Your cosy spot in the heart of the Jordaan!,Centrum-West,Entire home/apt,1.0,1.0,2,2,189.0,193,12,97.0,52.36886,4.88123,0
Industrial designed family house in Amsterdam-West,Geuzenveld - Slotermeer,Entire home/apt,3.0,2.0,6,2,266.0,360,29,92.0,52.38423,4.82449,0
Urban Jungle Room,Slotervaart,Private room,1.0,1.0,2,2,45.0,127,52,97.0,52.358670000000004,4.82655,0
Bright and Chic Apartment with Cozy Balcony,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,189.0,0,28,99.0,52.37281,4.86301,0
1 minute,Centrum-West,Entire home/apt,1.0,1.0,4,1,113.0,0,18,80.0,52.37713,4.89658,0
The Muyssonette - Jordaan area!,Centrum-West,Private room,1.0,1.5,2,2,152.0,0,71,100.0,52.37962,4.88797,1
Amsterdam Central Station- Private room,Centrum-West,Private room,1.0,1.0,4,2,130.0,0,82,95.0,52.37795,4.899430000000001,1
"Farmstyle, rural appartment with free bikes!",Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,4,1,88.0,301,110,95.0,52.38388,4.78787,0
"Beautiful apartment in rural A'dam, free bikes!",Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,2,1,89.0,330,103,97.0,52.38388,4.78787,0
Amsterdam. Dam and Anne Frank house neighborhood.,Centrum-West,Entire home/apt,1.0,1.0,1,4,124.0,0,15,97.0,52.37262,4.88741,0
Private room in Amsterdam with roof terrace!,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,2,50.0,0,52,98.0,52.364290000000004,4.9375,1
Charming appartment in the heart of Westerpark,Westerpark,Entire home/apt,2.0,1.0,4,2,219.0,0,22,93.0,52.386179999999996,4.875719999999999,1
"Small room Zuidas, business centre and VU and RAI",Buitenveldert - Zuidas,Private room,1.0,1.5,1,2,45.0,0,61,89.0,52.33317,4.870769999999999,0
"Big room in business area: Zuidas, VU and RAI",Buitenveldert - Zuidas,Private room,1.0,1.5,1,1,61.0,0,46,92.0,52.33467,4.86911,0
Captain's House,Centrum-Oost,Entire home/apt,2.0,1.5,4,5,221.0,249,35,99.0,52.37435,4.905390000000001,0
Adam's Suite,Centrum-Oost,Private room,1.0,1.0,2,1,460.0,0,58,98.0,52.36013,4.89216,1
Adam's Loft,Centrum-Oost,Private room,1.0,1.0,2,1,380.0,0,42,95.0,52.35988,4.89104,1
Stylish flat in quiet part of central Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,274.0,178,14,99.0,52.35949,4.895630000000001,1
Perfect apartment 5min to NDSM | 10min to CS,Oud-Noord,Entire home/apt,1.0,1.0,2,1,150.0,0,18,97.0,52.39582,4.91407,0
Cosy room in stylish apartment,De Baarsjes - Oud-West,Private room,1.0,1.5,1,3,22.0,28,34,84.0,52.37083,4.8539900000000005,0
Wonderful room in Amsterdam bike available,Watergraafsmeer,Private room,1.0,1.5,2,1,65.0,0,31,97.0,52.346579999999996,4.9499699999999995,1
Ground floor with garden 5mins from Rijksmuseum,De Pijp - Rivierenbuurt,Entire home/apt,2.0,2.0,4,2,200.0,149,18,91.0,52.35603,4.88845,0
Fleur d'Amsterdam,Watergraafsmeer,Private room,2.0,2.0,4,2,75.0,270,10,98.0,52.35429,4.93811,1
Wonderful Appartement in Historical City Centre,Centrum-Oost,Private room,1.0,1.5,4,4,245.0,153,23,90.0,52.36695,4.90751,0
Big Apartment Amsterdam Oud-West with Rooftop,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,350.0,0,25,90.0,52.365520000000004,4.8753400000000005,0
Spacious & light family home with private patio,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,276.0,0,10,94.0,52.354490000000006,4.89874,0
Spacious appartement in trendy Amsterdam Oost,Oud-Oost,Entire home/apt,2.0,1.5,3,4,149.0,0,13,100.0,52.35224,4.91568,1
Hidden Greens in the Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,3,1,150.0,0,20,99.0,52.35114,4.9040300000000006,0
Fab 2br apartment in trendy Amsterdam's de Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,220.0,0,12,100.0,52.35773,4.89781,0
0 minute,Centrum-West,Entire home/apt,2.0,1.0,6,1,104.0,19,38,82.0,52.376129999999996,4.89281,0
Amsterdam,Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,4,1,79.0,0,29,97.0,52.373490000000004,4.82222,0
Unique watervilla with roof terrace in Amsterdam,IJburg - Zeeburgereiland,Entire home/apt,2.0,1.0,4,2,199.0,112,11,90.0,52.36274,4.9866,0
Modernly furnished apartment + great location,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,7,86.0,54,15,95.0,52.35488,4.89687,0
"Central studio, heart of Amsterdam, vintage decor",Centrum-West,Entire home/apt,1.0,1.0,2,2,170.0,0,11,95.0,52.37457,4.89157,0
Lovely and light room Amsterdam-West,Westerpark,Private room,1.0,1.5,2,1,80.0,0,11,87.0,52.37916,4.8711199999999995,0
Stylish Canal house Amsterdam,Centrum-West,Entire home/apt,2.0,1.0,4,3,350.0,145,18,93.0,52.37556,4.89111,1
BIG ROOF TERRACE | 80m2 APT | Near city CENTER,Bos en Lommer,Entire home/apt,2.0,1.5,4,1,179.0,285,11,100.0,52.379259999999995,4.85539,0
SWEETS hotel Gerben Wagenaarbrug,Oud-Noord,Entire home/apt,1.0,1.0,2,1,168.0,359,26,89.0,52.386520000000004,4.913819999999999,1
CITY CENTRE Apt for 2 I Private SPACE | Amazing canal views,Centrum-West,Private room,1.0,1.0,2,2,217.0,0,19,100.0,52.37945,4.89403,1
Best Secret Water Spot - WaterVilla - Amsterdam,IJburg - Zeeburgereiland,Private room,2.0,1.5,4,2,136.0,257,72,94.0,52.36445,4.98431,0
Picturesque Amsterdam one bed room apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,4,145.0,0,14,97.0,52.36132,4.86289,0
Oud West luxurious 2 BR-apartment w garden,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,3,3,250.0,0,12,100.0,52.36804,4.87519,1
Zen City Rooftop Appartment Amsterdam,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,1,150.0,180,16,96.0,52.37858,4.930630000000001,0
Romantic Amsterdam Pijp Apartment,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,99.0,90,16,94.0,52.358779999999996,4.8905400000000006,0
Cosy apartment in the hip Amsterdam North Area,Noord-Oost,Entire home/apt,2.0,1.5,4,2,120.0,0,13,95.0,52.39378,4.94843,0
Amsterdam Woning,Bijlmer-Oost,Private room,1.0,1.0,2,3,38.0,0,43,96.0,52.32398,4.9661599999999995,0
Amsterdam,Oud-Oost,Private room,1.0,1.5,2,1,130.0,0,12,100.0,52.3574,4.91491,0
Kamer in nieuwbouwhuis in Amsterdam,Noord-West,Private room,1.0,1.0,1,1,30.0,0,11,98.0,52.40699,4.90494,0
1 Metro Stop away from Center! Room+Living +Garden,Oud-Noord,Private room,1.0,1.5,2,1,95.0,0,57,94.0,52.39478,4.91775,1
"Open concept & bright apartment in ""De Pijp""",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,221.0,40,24,98.0,52.35688,4.90132,1
Spacious & bright apartment with huge garden | 2BR,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,93.0,98,15,85.0,52.37151,4.85913,1
Cute apartment in-between Westerpark & Jordaan,Westerpark,Entire home/apt,1.0,1.0,2,2,130.0,0,14,93.0,52.38123,4.86859,0
Entire (!) house in the heart of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.5,2,3,149.0,40,67,98.0,52.37222,4.9024,1
Nice Apartment  10min to Amsterdam Central Station,Oud-Noord,Entire home/apt,1.0,1.0,2,3,120.0,90,28,91.0,52.39686,4.90407,1
UNIQUE Private Amstel River suite I 2BD (+ Private Bathrooms!) | Canal View,Centrum-Oost,Entire home/apt,2.0,2.0,4,2,130.0,325,32,92.0,52.36022,4.903490000000001,0
APARTMENT IN MIDDLE OF THE HEART OF CENTRE,Centrum-West,Entire home/apt,1.0,1.0,2,2,97.0,0,33,91.0,52.376999999999995,4.89494,0
Spacious & Modern 2-Br Loft-Style Flat in De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,186.0,10,35,95.0,52.35561,4.89995,1
Comfortable apartment with trampoline,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,2,150.0,89,15,100.0,52.36435,4.94053,0
ONE-OF-A-KIND SUNNY MIDCENTURY MODERN 2STORY HOUSE,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,3,200.0,0,13,97.0,52.37058,4.87333,0
River View Amsterdam  private studio en bathroom,IJburg - Zeeburgereiland,Private room,1.0,1.0,2,3,80.0,0,21,99.0,52.347359999999995,5.00659,1
Modern private apartment,Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,2,2,100.0,0,15,100.0,52.37726,4.83686,1
Heavenly Home,Centrum-West,Entire home/apt,1.0,1.0,2,7,500.0,31,12,88.0,52.37878,4.89611,0
All the best from Old West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,90.0,87,14,100.0,52.36285,4.85825,0
Houseboat BNB in heart Jordaan city center,Centrum-West,Private room,2.0,1.0,4,3,170.0,359,26,93.0,52.381409999999995,4.88909,1
"Bright&stylish 1 BR in Oud West, <2 Min Vondelpark",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,110.0,39,15,100.0,52.361000000000004,4.8628599999999995,1
NEW Spacious & quiet house (113 m2) in city center,De Baarsjes - Oud-West,Entire home/apt,2.0,2.0,4,4,240.0,38,12,98.0,52.36416,4.87602,0
Modern and cosy apartment in Amsterdam,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,129.0,0,18,98.0,52.367979999999996,4.85136,1
Houseboat.712; Coronaproof! Private airconditioned,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,2,153.0,349,65,98.0,52.35477,4.90627,1
Amsterdam Appartment with big garden,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,150.0,0,14,96.0,52.3478,4.89985,0
Room at the park with roof terrace and a bathroom,Zuid,Private room,1.0,1.0,2,1,200.0,0,25,96.0,52.35642,4.8579300000000005,1
Canal view prinsengracht apartment center Ams.,Centrum-West,Entire home/apt,1.0,1.5,2,2,135.0,320,17,98.0,52.36618,4.8855699999999995,0
No available,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,365,3000.0,89,10,96.0,52.36795,4.8666599999999995,0
Comfortable and light apartment in the trendy Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,3,2,140.0,0,18,98.0,52.3532,4.889869999999999,0
Magnificent place for 2p near Westerpark,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,79.0,0,10,87.0,52.38243,4.85659,0
Classic & Modern Amsterdam Home,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,200.0,100,21,100.0,52.36166,4.86549,0
2-bedroom apartment in the Amsterdam city center,Centrum-Oost,Entire home/apt,2.0,1.5,4,2,198.0,8,17,96.0,52.36877,4.927980000000001,0
Perfect city center apartment,Centrum-West,Entire home/apt,2.0,1.0,4,3,506.0,0,14,100.0,52.370779999999996,4.89269,0
Cozy apartment with big garden near ferry,Oud-Noord,Entire home/apt,1.0,1.0,2,2,139.0,0,11,98.0,52.38447,4.9173800000000005,0
Amsterdam Water Villa with a view,IJburg - Zeeburgereiland,Entire home/apt,5.0,2.0,5,2,350.0,49,10,100.0,52.351890000000004,4.994730000000001,1
Rustic & romantic aptartment with cats for couples,Bos en Lommer,Entire home/apt,1.0,1.0,2,3,99.0,0,14,97.0,52.37842,4.84664,0
"Bright, stylish and cozy appartment",Centrum-West,Entire home/apt,1.0,1.0,2,3,140.0,0,14,99.0,52.367940000000004,4.88048,1
Brand New Place In A Historical Building Downtown,Centrum-West,Private room,1.0,1.0,2,2,60.0,145,179,99.0,52.37508,4.890969999999999,1
Bohemian bedroom in central Amsterdam.,Centrum-Oost,Private room,1.0,1.0,2,2,55.0,0,74,94.0,52.37143,4.9172,0
Perfect spot near City center - Westerpark,Westerpark,Private room,1.0,1.0,2,3,41.0,50,22,96.0,52.3844,4.87332,0
Romantic tiny studio in the heart of Amsterdam,Westerpark,Entire home/apt,1.0,1.0,2,2,100.0,0,29,97.0,52.37749,4.87638,0
Pearl Suite,Centrum-West,Private room,1.0,1.0,2,2,30.0,345,62,93.0,52.37112,4.89677,0
Delft Blue Suite,Centrum-West,Private room,1.0,1.0,2,1,27.0,330,72,91.0,52.36929,4.89686,0
"Beautiful and spacious apartment, great location",Zuid,Entire home/apt,3.0,1.5,6,3,500.0,165,16,98.0,52.35328,4.86905,0
Lovely house in quiet neighboorhood with garden,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,175.0,0,16,97.0,52.36502,4.87412,0
Cosy apartment in quiet street near city centre,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,110.0,43,13,100.0,52.37822,4.85698,0
Spacious Canal View Apartment in Oud West,De Baarsjes - Oud-West,Entire home/apt,1.0,2.0,2,2,119.0,0,15,96.0,52.364509999999996,4.86512,0
Cosy apartment in the heart of Amsterdam!,Centrum-Oost,Entire home/apt,2.0,1.5,4,3,240.0,0,23,96.0,52.36464,4.89823,1
Cozy apartment nearby the city center and park,Westerpark,Entire home/apt,1.0,1.0,4,2,132.0,0,33,95.0,52.390029999999996,4.87967,0
Brand new apartment,Westerpark,Entire home/apt,1.0,1.0,4,2,114.0,0,13,98.0,52.39542,4.87845,1
Charming Amsterdam Canal Apartment,Centrum-Oost,Entire home/apt,2.0,1.0,4,2,155.0,0,12,95.0,52.36372,4.9217,0
Cosy Family Apartment. Centre of Amsterdam.,Centrum-West,Entire home/apt,2.0,1.0,4,2,198.0,27,21,96.0,52.365809999999996,4.87903,0
Sunny Cozy Room near City Centre & Oosterpark,Oud-Oost,Private room,1.0,1.5,2,1,80.0,0,10,96.0,52.35585,4.91331,1
New & super comfy apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,115.0,0,13,100.0,52.37246,4.86113,0
quiet garden studio near city centre,Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,2,3,90.0,0,89,96.0,52.3807,4.8362099999999995,0
Spacious private room near city center and airport,Slotervaart,Shared room,1.0,1.0,2,1,80.0,0,10,100.0,52.3526,4.83445,0
Private Room 2,Centrum-West,Private room,1.0,1.0,2,1,80.0,0,25,89.0,52.3759,4.89345,0
Small room Amsterdam,Bos en Lommer,Private room,1.0,1.0,2,1,50.0,89,146,92.0,52.38195,4.8558900000000005,0
Nemo Guests House,Centrum-Oost,Private room,1.0,1.0,2,1,39.0,70,168,94.0,52.373090000000005,4.90649,1
Romantic GETAWAY I 4 pers I WESTERPARK,Westerpark,Entire home/apt,2.0,1.0,4,2,245.0,0,14,97.0,52.38158,4.86939,0
"Renovated, modern and bright apartment for two!",Bos en Lommer,Entire home/apt,1.0,1.5,2,3,90.0,0,10,96.0,52.37877,4.86217,0
Amsterdam met uitzicht op de Kostverlorenvaart,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,4,140.0,0,11,100.0,52.36675,4.86355,0
"Modern cozy room, priv. bathroom near Jordaan",Westerpark,Private room,1.0,1.0,2,2,60.0,9,26,98.0,52.38328,4.874680000000001,0
"Nice, neat and clean room in Amsterdam",Bijlmer-Oost,Private room,1.0,1.5,2,3,40.0,87,20,94.0,52.3138,4.9753,0
Spacious and Quiet Apartment Near VondelPark,Zuid,Entire home/apt,2.0,1.0,3,2,92.0,0,31,93.0,52.35422,4.85058,0
Keizers House,Centrum-Oost,Entire home/apt,5.0,5.5,8,3,1900.0,171,13,98.0,52.36392,4.90072,0
souterrain kamers met ontbijtruimte vondelpark,Zuid,Private room,2.0,1.0,3,3,129.0,0,23,97.0,52.35306,4.866630000000001,0
Cosy little spot close to the Vondelpark & museums,De Baarsjes - Oud-West,Private room,1.0,1.0,2,1,75.0,87,36,99.0,52.36074,4.86782,1
Charming & light apartment near the Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,1,202.0,0,29,99.0,52.3611,4.86148,0
Spacious design apartment with private parking,Oud-Noord,Entire home/apt,2.0,1.5,4,3,245.0,164,11,98.0,52.38667,4.9229199999999995,1
Cozy 3Room Apartment in A'damWest near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,210.0,0,12,98.0,52.3615,4.8536,0
Amsterdam Houseboat with a View,Centrum-Oost,Entire home/apt,1.0,1.0,4,1,175.0,14,18,94.0,52.367309999999996,4.895630000000001,0
"Private room, just few minutes from NDSM",Noord-West,Private room,1.0,1.0,2,1,65.0,0,22,93.0,52.40482,4.89583,0
Real nice very clean prive bed room!   En garden!,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.0,2,1,55.0,177,47,94.0,52.363690000000005,4.94457,0
Beautiful and bright apartment in Amsterdam,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,95.0,39,29,99.0,52.35785,4.88772,1
Spui 2,Centrum-West,Private room,1.0,1.0,2,1,76.0,0,29,91.0,52.37621,4.89278,0
Spacious Two Floor Apartment,Oud-Noord,Entire home/apt,1.0,1.0,2,2,125.0,44,11,96.0,52.38745,4.9168400000000005,0
CENTRE Apartment NEAR MUSEUM DISTRICT,De Baarsjes - Oud-West,Private room,1.0,1.0,3,3,99.0,90,85,96.0,52.36456,4.87405,1
Studio Aster - Studio/Atelier Space 70 M2,Oud-Noord,Entire home/apt,1.0,1.5,3,2,138.0,0,20,94.0,52.39282,4.90114,0
Sunny house with garden close to V. Park & Center,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,161.0,0,12,92.0,52.36292,4.85776,0
Nice quiet apartment for easy going couple,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,89.0,0,12,100.0,52.38068,4.85968,1
"Room, private bathroom, 15 min to center & beach",IJburg - Zeeburgereiland,Private room,1.0,1.0,2,2,79.0,357,36,97.0,52.35432,4.99867,0
Art nouveau houseboat overvieuwing Amstel river,Centrum-Oost,Entire home/apt,2.0,1.0,4,3,200.0,35,27,99.0,52.368179999999995,4.89915,1
Family Duplex Studio at Yays Oostenburgergracht,Centrum-Oost,Entire home/apt,1.0,1.0,2,1,167.0,364,24,91.0,52.36748,4.92253,0
Studio Lior,Centrum-Oost,Private room,1.0,1.0,2,2,89.0,272,33,99.0,52.36703,4.92705,1
Stylish apartment with garden in Amsterdam West,Westerpark,Entire home/apt,1.0,1.0,2,2,185.0,89,10,100.0,52.38054,4.8743300000000005,0
ACP: Amsterdam's Chillest Apartment,De Baarsjes - Oud-West,Entire home/apt,3.0,1.5,7,4,298.0,365,11,84.0,52.37401,4.85805,0
Beautiful apartment close to central station,Centrum-West,Private room,1.0,1.5,6,1,75.0,365,24,92.0,52.38369,4.88911,0
Renovated apartment in the district ''de Pijp'',De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,185.0,349,16,96.0,52.35194,4.89767,0
Peaceful One-Bedroom Apt at Yays Zoutkeetsgracht,Centrum-West,Entire home/apt,1.0,1.0,2,1,168.0,364,22,93.0,52.38738,4.88753,0
Gorgeous Two-Bedroom Apt at Yays Zoutkeetsgracht,Westerpark,Entire home/apt,2.0,1.0,4,1,223.0,365,12,93.0,52.38899,4.88959,0
Great Amstel View Apartment,De Pijp - Rivierenbuurt,Entire home/apt,3.0,2.0,3,1,350.0,365,11,98.0,52.34912,4.90909,0
Cozy apartment near Vondelpark and city center,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,1,150.0,0,10,94.0,52.36218,4.86589,0
Luxurious boutique studio apartment with garden,De Aker - Nieuw Sloten,Private room,1.0,1.0,2,2,92.0,0,56,100.0,52.34449,4.79099,1
Peaceful apartment in Amsterdam West with parkview,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,88.0,0,13,94.0,52.372890000000005,4.853190000000001,0
Private studio in central located townhouse,Watergraafsmeer,Entire home/apt,1.0,1.0,2,1,75.0,123,95,99.0,52.341879999999996,4.920730000000001,1
Great apartment for 4 guests with balcony!!,Oud-Oost,Entire home/apt,1.0,1.0,4,2,125.0,0,16,92.0,52.35842,4.91439,0
Amsterdam center Room Herisson,Centrum-Oost,Private room,1.0,1.0,2,3,60.0,100,69,89.0,52.36935,4.905069999999999,0
The Rembrandt Apartment (City Center!),De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,265.0,0,33,98.0,52.35717,4.900919999999999,0
Venice Big Room Herisson,Centrum-Oost,Private room,1.0,1.0,2,3,85.0,69,53,91.0,52.37085,4.90524,0
Cozy and stylish flat with views to Westerpark,Westerpark,Entire home/apt,1.0,1.0,3,3,175.0,0,11,100.0,52.385709999999996,4.87078,0
"Luxurious, brand new & spacious 5* oasis-3 storeys",Buitenveldert - Zuidas,Entire home/apt,3.0,2.5,4,3,250.0,0,10,100.0,52.3271,4.86158,1
Comfortable and stylish apartment on quiet street,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,4,80.0,0,18,100.0,52.37161,4.8529599999999995,1
Lovely retro room with private bathroom,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,66.0,180,31,95.0,52.36448,4.86222,1
Spacious riverside appartment & garden in centre,Centrum-Oost,Entire home/apt,2.0,1.5,4,2,374.0,365,28,93.0,52.360240000000005,4.90303,0
2-Bedroom Apt in the Eastern Docklands District,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,1,231.0,364,21,90.0,52.36577,4.93409,0
