name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Bed & Nature for Weekend Travellers,Gaasperdam - Driemond,Private room,1.0,1.0,1,1,40.0,0,11,96.0,52.3028,4.97004,0
Laid back town house with garden and terrace!,Bijlmer-Oost,Private room,2.0,1.5,2,2,55.0,0,17,94.0,52.320170000000005,4.96399,1
Spacious apartment with sunny roof terrace,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,139.0,3,20,90.0,52.3706,4.85786,0
Bright and cozy apartment close to the Vondelpark,Zuid,Entire home/apt,1.0,1.0,2,2,112.0,0,16,99.0,52.34768,4.84786,0
"Trendy 70m2 apartment, water view & great location",Westerpark,Entire home/apt,1.0,1.5,2,2,135.0,0,11,96.0,52.39053,4.88415,0
Perfect Private 2 bedroom near Artis Zoo! Included a FREE private boat tour on the canals!,Centrum-Oost,Private room,2.0,1.0,4,2,150.0,264,118,92.0,52.365159999999996,4.90996,1
Spacious and light apartment in Amsterdam,IJburg - Zeeburgereiland,Entire home/apt,2.0,1.5,4,3,120.0,9,12,97.0,52.34965,5.00614,0
Room in a big apartment with more options. 4Pax,Gaasperdam - Driemond,Shared room,1.0,1.0,1,2,61.0,0,21,94.0,52.29697,4.97586,0
Stylish Apartment Amsterdam Old West.,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,4,2,150.0,0,21,100.0,52.36184,4.85775,0
East is where your home is!,Oud-Oost,Entire home/apt,1.0,1.0,3,4,110.0,0,14,99.0,52.35586,4.92243,0
Luxury Bedroom/Suite on Private floor incBreakfast,Gaasperdam - Driemond,Private room,1.0,1.0,4,1,81.0,180,41,98.0,52.29207,4.97867,1
"Appartment with garden, 5 min from Vondelpark",Zuid,Entire home/apt,2.0,1.0,4,10,180.0,0,54,98.0,52.347640000000006,4.848380000000001,1
Spacious apartment with rooftop terrace!,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,229.0,0,11,96.0,52.372640000000004,4.8517,0
Studio apartment for two,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,105.0,132,10,96.0,52.36094,4.91017,0
Cosy apartment near Oosterpark!,Oud-Oost,Entire home/apt,1.0,1.0,2,5,95.0,0,21,99.0,52.35877,4.91983,0
Great large  bedroom Inc breakfast,Oud-Noord,Private room,1.0,1.0,2,3,80.0,0,123,99.0,52.39902,4.91337,1
Recently renovated double bedroom near centre,De Pijp - Rivierenbuurt,Private room,1.0,1.5,2,2,66.0,67,283,96.0,52.35222,4.89246,0
Authentic Amsterdam Basement,De Baarsjes - Oud-West,Private room,2.0,1.0,3,2,77.0,18,108,98.0,52.3592,4.86166,0
Central 3BR Spacious w/3 balconies/Jordaan,Centrum-West,Entire home/apt,3.0,1.0,4,7,230.0,9,23,98.0,52.370509999999996,4.88017,0
Spacious private bedroom,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,2,28.0,157,183,96.0,52.35731,4.9028599999999996,1
Double bedroom in a townhouse in Amsterdam North,Noord-Oost,Private room,1.0,1.5,2,1,50.0,0,22,96.0,52.402840000000005,4.9478,0
Spacious apartment with two separate bedrooms,Bos en Lommer,Entire home/apt,2.0,1.0,4,2,166.0,0,49,95.0,52.378409999999995,4.84696,0
"Studio Mokum, Plantage-Weesperbuurt",Centrum-Oost,Private room,1.0,1.5,2,3,95.0,116,196,99.0,52.36547,4.90883,1
Beautiful City Centre Apartment with Garden,Centrum-West,Entire home/apt,2.0,2.0,4,2,400.0,0,46,98.0,52.37,4.87723,0
Nine Streets | City Center | Spacious Apartment,Centrum-West,Entire home/apt,1.0,1.0,2,2,199.0,0,18,100.0,52.37337,4.88646,0
Charming new studio centrally located.,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,100.0,0,10,94.0,52.35418,4.8921,0
Spacious and modernly designed apartment in West,Westerpark,Entire home/apt,1.0,1.0,2,2,149.0,0,36,100.0,52.37562,4.87141,0
Big family house @ industrial wharf area Amsterdam,Noord-West,Entire home/apt,4.0,1.0,5,3,120.0,0,11,96.0,52.405879999999996,4.902430000000001,0
Light 3 bdrm family app for peace-seekers,Watergraafsmeer,Entire home/apt,3.0,1.5,4,2,207.0,190,26,99.0,52.35467,4.93725,0
Beautiful ap in charming central area -big balcony,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,200.0,89,43,98.0,52.3687,4.87446,0
Lovely house garden front and back!,Noord-West,Entire home/apt,3.0,1.0,4,7,150.0,0,12,87.0,52.41625,4.8827,0
"Superb home, excellent location in museumdistrict",Zuid,Entire home/apt,4.0,1.0,4,4,198.0,0,25,100.0,52.353770000000004,4.8739099999999995,0
Large family home near Jordaan,De Baarsjes - Oud-West,Entire home/apt,2.0,2.5,4,2,137.0,0,11,91.0,52.37214,4.87039,0
Spacious design apartment in Amsterdam Oud-Zuid,Zuid,Entire home/apt,1.0,1.0,2,2,116.0,0,24,98.0,52.34604,4.86071,0
Modern appartment in upcoming and trendy east,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,2,110.0,0,27,98.0,52.36405,4.93841,1
Guest room in 'Old West',De Baarsjes - Oud-West,Private room,1.0,1.0,2,1,55.0,0,111,98.0,52.3644,4.86249,1
Modern Houseboat near the city center,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,5,193.0,0,40,98.0,52.37389,4.93993,0
Amsterdam City & Rural Life Combined. Free Parking,Noord-Oost,Private room,2.0,1.5,4,2,169.0,364,19,94.0,52.3869,4.95375,0
Light&Cozy apartment w/Balcony!,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,3,2,108.0,0,26,95.0,52.372370000000004,4.85374,0
"Ground floor app.,1-4 persons,Westerpark,Amsterdam",Westerpark,Entire home/apt,2.0,1.0,4,2,125.0,0,11,98.0,52.38691,4.87325,0
Modern apartment among the canals of Amsterdam,Centrum-West,Entire home/apt,1.0,1.0,2,3,125.0,0,10,95.0,52.38151,4.88911,0
Nice comfortable room(s) Amsterdam!,Oostelijk Havengebied - Indische Buurt,Private room,2.0,1.5,3,2,155.0,0,116,98.0,52.3614,4.94509,0
*Perfect all-in apartment for a perfect city-trip*,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,3,150.0,0,16,95.0,52.35217,4.88992,0
Nice bedroom with riverview,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,1,60.0,40,394,91.0,52.34953,4.91033,0
"Comfortable, spacious apartment with roof terrace",De Baarsjes - Oud-West,Entire home/apt,3.0,1.5,4,5,110.0,0,11,95.0,52.37191,4.87323,0
Comfortable family home next to the NDSM site.,Noord-West,Entire home/apt,4.0,1.0,4,14,125.0,0,16,100.0,52.40641,4.90378,0
Top floor with private bathroom in East,Watergraafsmeer,Private room,1.0,1.5,2,1,80.0,0,11,98.0,52.35631,4.93099,0
Renovated apartment with garden,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,95.0,0,17,94.0,52.34025,4.898680000000001,0
Amazing family house with large sunny garden,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,2,126.0,0,10,88.0,52.36244,4.853330000000001,0
Apartment with large balcony and sunny garden,Oud-Oost,Entire home/apt,1.0,1.0,2,5,145.0,0,26,98.0,52.35657,4.91164,1
Cozy renovated apartment near city centre,Westerpark,Entire home/apt,1.0,1.5,2,2,110.0,0,26,99.0,52.380320000000005,4.87484,0
Amazing High Class Canal Loft in City Center(170m),Centrum-West,Entire home/apt,2.0,1.0,4,2,299.0,0,16,97.0,52.37048,4.8779900000000005,0
Spacious and luxurious apartment near city centre,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,150.0,0,11,100.0,52.34863,4.9097599999999995,0
Sunny Apartment Amsterdam City Centre,Centrum-West,Entire home/apt,1.0,1.0,2,2,114.0,0,57,98.0,52.37423,4.890280000000001,0
Wonderful Apt in Amsterdam-South | Balcony,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,103.0,0,15,85.0,52.34865,4.9029300000000005,0
"Tiny palace, 2 floors, A'dam Westerpark-Jordaan",Westerpark,Entire home/apt,1.0,1.5,2,2,105.0,104,49,100.0,52.38493,4.87296,0
PENTHOUSE 4BR w/2 balconies near VONDELPARK,De Baarsjes - Oud-West,Entire home/apt,4.0,1.0,4,7,269.0,32,13,97.0,52.3602,4.8567800000000005,0
"Luxurious house near Ctr & Schiphol, free parking",De Aker - Nieuw Sloten,Entire home/apt,2.0,1.0,4,2,111.0,0,15,93.0,52.34779,4.81525,0
Spacious (80m2) apartment & garden in De Pijp,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,160.0,0,33,94.0,52.35092,4.88921,0
Incredible APT IN JORDAAN | Sunny BALCONY,Centrum-West,Entire home/apt,1.0,1.0,4,2,150.0,0,52,89.0,52.37226,4.88023,0
Beautiful new Appartment with bath and 2 bedrooms,Westerpark,Entire home/apt,2.0,1.5,4,1,180.0,0,16,90.0,52.388090000000005,4.88016,0
"Stylish, modern and light 2 bedroom - Old West",Westerpark,Entire home/apt,2.0,1.0,3,2,99.0,47,33,90.0,52.37742,4.87076,0
"Beautiful, spacious 2 bed apt close to city center",Bos en Lommer,Entire home/apt,2.0,1.5,2,3,129.0,0,31,100.0,52.37771,4.86079,1
Garden apartment. Private room. Old West Amsterdam,De Baarsjes - Oud-West,Private room,1.0,1.0,1,2,35.0,0,182,97.0,52.37317,4.853940000000001,1
"Light apartment, sunny balcony, near Vondelpark",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,95.0,0,45,97.0,52.36182,4.85102,0
Leuke gezinswoning met ruime tuin. Voor families.,Noord-West,Entire home/apt,3.0,1.0,4,4,139.0,0,10,90.0,52.41434,4.91942,0
Wonderful Apt In the JORDAAN | GARDEN,Centrum-West,Entire home/apt,1.0,1.0,2,2,187.0,38,22,86.0,52.382220000000004,4.88333,0
Luxury waterfront villa - 4-5 pers. - free parking,IJburg - Zeeburgereiland,Entire home/apt,4.0,2.0,5,3,290.0,29,10,98.0,52.35335,4.994219999999999,1
"Close to Center, Jordaan, Park,  yet very quiet",Westerpark,Entire home/apt,1.0,1.0,2,2,120.0,0,29,99.0,52.38243,4.8731599999999995,0
Lovely apartment in Helmers area with balcony,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,90.0,0,11,96.0,52.36468,4.865880000000001,0
Lovely bright central appartment,Centrum-Oost,Entire home/apt,1.0,1.5,2,3,150.0,0,33,98.0,52.36267,4.9007,0
Enticing Apt IN CITY CENTER | BALCONY,Westerpark,Entire home/apt,2.0,1.0,4,2,217.0,0,49,91.0,52.375009999999996,4.8696,0
Rooftop apartment with a terrace in Amsterdam.,Oud-Noord,Private room,1.0,1.5,2,2,75.0,72,112,96.0,52.39012,4.925269999999999,1
Light&beautiful room in canalhouse in the Jordaan,Centrum-West,Private room,1.0,1.5,2,3,111.0,0,15,97.0,52.3774,4.887,0
Apartment with canal view near museum district,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.5,4,3,175.0,0,49,95.0,52.34707,4.8901900000000005,0
Spacious appartment at perfect spot,De Baarsjes - Oud-West,Private room,2.0,1.0,4,2,125.0,0,177,95.0,52.365840000000006,4.87531,0
Spacious familyhouse + sunny garden,Zuid,Entire home/apt,4.0,2.0,5,3,401.0,0,33,100.0,52.35545,4.87101,0
Bright and Cosy Apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,120.0,0,36,99.0,52.3664,4.866219999999999,0
"Spacious loft, directly at Westerpark",Westerpark,Entire home/apt,3.0,1.5,4,2,475.0,268,30,99.0,52.38593,4.8696,0
Cosy apartment in between Oosterpark and Amstel,Oud-Oost,Entire home/apt,2.0,1.0,4,2,150.0,0,10,94.0,52.358709999999995,4.91306,0
Loft at the park,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,350.0,358,30,100.0,52.35474,4.89733,0
Beautiful modern apt in trendy Vondelpark area!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,4,2,150.0,0,31,89.0,52.3626,4.86393,0
Spacious family home with backyard.,Oud-Oost,Entire home/apt,3.0,1.5,4,3,200.0,0,18,99.0,52.35353,4.91266,0
West Side Story - your dream Amsterdam getaway!,Bos en Lommer,Entire home/apt,1.0,1.0,2,21,75.0,0,21,97.0,52.37746,4.84375,0
Great apartment at the Centre of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,6,5,299.0,0,42,91.0,52.36753,4.91361,0
CozyHouse close 2 citycentre and shopping centre,Noord-West,Entire home/apt,2.0,1.5,4,2,264.0,131,19,95.0,52.40958,4.92455,0
Modern apt close 2 city centre. Families only!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,3.0,1.0,4,4,156.0,66,11,98.0,52.374629999999996,4.94473,0
Lovely apartment near city centre in West,Bos en Lommer,Entire home/apt,2.0,1.0,4,2,160.0,0,38,96.0,52.37634,4.86214,0
Penthouse Jordaan royal blue also long term rent!,Centrum-West,Entire home/apt,1.0,1.5,2,3,225.0,0,15,100.0,52.37643,4.8823300000000005,0
Room with Amstelriver view,De Pijp - Rivierenbuurt,Private room,1.0,1.0,1,1,90.0,364,46,95.0,52.349509999999995,4.90974,0
Spacious quiet apt perfect location to explore AMS,Zuid,Entire home/apt,2.0,1.0,4,3,250.0,0,28,95.0,52.355309999999996,4.88646,0
Nice city apartment in Westerpark area,Westerpark,Entire home/apt,1.0,1.0,2,2,110.0,0,24,98.0,52.390190000000004,4.87636,0
Beautiful big cityhouse with garden in city centre,Zuid,Entire home/apt,4.0,1.0,4,2,500.0,0,22,100.0,52.35993,4.88284,0
Bright and stylish appartment in Amsterdam West,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,115.0,363,30,98.0,52.37778,4.8554,0
Amazing & Authentic APT in CITY CENTER | Balcony,Centrum-Oost,Entire home/apt,1.0,1.5,4,2,225.0,0,19,93.0,52.362829999999995,4.91538,0
Authentic house in trendy district near citycentre,Oud-Noord,Entire home/apt,1.0,1.0,2,2,116.0,0,38,96.0,52.39091,4.9094,0
Lovely family 3BR home + garden near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,3.0,2.0,4,2,225.0,72,18,96.0,52.36177,4.86601,0
Cosy light family apartment with rooftop terrace,De Baarsjes - Oud-West,Entire home/apt,3.0,1.0,4,2,139.0,0,11,93.0,52.36027,4.8604400000000005,0
Apartment with nice view,IJburg - Zeeburgereiland,Entire home/apt,1.0,1.0,2,3,90.0,0,13,98.0,52.352270000000004,5.00087,0
Bright and Spacious Canal District Apartment,Centrum-West,Entire home/apt,1.0,1.5,2,3,220.0,324,10,100.0,52.37045,4.89032,0
Apartment with sunny patio nearby city centre.,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,125.0,0,44,98.0,52.37604,4.86049,1
Unique canal appt. in between Dam and Anne Frank,Centrum-West,Entire home/apt,4.0,2.0,5,2,421.0,0,24,98.0,52.3747,4.88797,1
"Unique house, sunny roof terrace, 5min Vondelpark",Zuid,Entire home/apt,1.0,1.0,2,30,145.0,0,27,97.0,52.35074,4.84678,0
"PRIVATE SPACIOUS APARTMENT, 10 min from Dam square",Bos en Lommer,Entire home/apt,1.0,1.5,2,3,129.0,0,34,98.0,52.37794,4.85878,0
"AMSTERDAM, OUD-WEST",De Baarsjes - Oud-West,Private room,1.0,1.0,2,1,100.0,0,11,87.0,52.36701,4.866280000000001,0
Waterfront house near Amsterdam Central Station,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,3,120.0,0,23,87.0,52.371359999999996,4.93993,0
Light modern apartment by the park & Jordaan area,Westerpark,Entire home/apt,1.0,1.0,2,4,115.0,0,31,97.0,52.3897,4.87708,0
Stylish Funky Apartment in Amsterdam,Oud-Oost,Entire home/apt,2.0,1.5,2,2,120.0,0,20,98.0,52.35922,4.92667,0
Room with loads of free extras (city centre),Centrum-West,Private room,1.0,1.0,2,2,100.0,0,12,95.0,52.37574,4.900530000000001,0
Lovely  appartement + garden,Oud-Oost,Entire home/apt,2.0,1.0,2,4,100.0,0,12,95.0,52.35351,4.92117,0
Comfy cosy apartment in amsterdam,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,98.0,0,28,96.0,52.3701,4.8646199999999995,0
Cosy Apartment Amsterdam North,Oud-Noord,Entire home/apt,1.0,1.5,2,3,85.0,0,27,93.0,52.39862,4.9183699999999995,0
Art residence,Centrum-West,Private room,1.0,1.0,1,2,89.0,365,90,96.0,52.36608,4.88325,0
Comfortable apartment in Amsterdam West,Bos en Lommer,Entire home/apt,1.0,1.0,2,4,100.0,0,31,97.0,52.376740000000005,4.85026,0
Amsterdam Noord... the hip side of the city,Noord-Oost,Private room,1.0,1.5,4,1,26.0,89,133,98.0,52.40632,4.9304,0
Amazing 2p apartment in the lovely neighbourhood!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,2,166.0,0,19,87.0,52.36371,4.94109,0
"Bright, light and cosy 2persons apt in Amsterdam",Zuid,Entire home/apt,1.0,1.0,2,2,125.0,0,12,92.0,52.347,4.847569999999999,0
"Lovely, romantic apt | Pijp, Museum, Centre",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,164.0,0,53,89.0,52.351820000000004,4.88908,0
Amazing apartment on the canals and 9 streets,Centrum-West,Entire home/apt,2.0,3.5,4,2,420.0,14,68,99.0,52.370309999999996,4.88258,1
Hip Split Level Apartment @The Pijp!,Oud-Oost,Entire home/apt,1.0,1.5,4,7,85.0,87,81,95.0,52.3574,4.9076900000000006,1
Beautiful 2p apt in the West near the City Centre,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,2,175.0,0,16,90.0,52.36623,4.8678,0
2 pers. room with private bathroom and kitchenette,Osdorp,Private room,1.0,1.0,2,5,85.0,316,111,98.0,52.35281,4.81311,1
Cosy apartment in de Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,99.0,0,24,99.0,52.35277,4.88819,0
Luxury 2 Bed/ 4 Persons Townhouse Balcony & Patio,Centrum-West,Entire home/apt,2.0,1.5,4,3,455.0,163,52,100.0,52.370290000000004,4.87845,0
Spacious apartment with garden and awesome kitchen,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,99.0,0,12,97.0,52.36183,4.854830000000001,0
Beautiful 75m2 house. Great for kids!,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.5,4,2,110.0,0,22,95.0,52.3428,4.8956599999999995,0
Room steps from Leidse Square with balcony,Centrum-West,Private room,1.0,1.0,2,30,92.0,364,58,94.0,52.36571,4.88126,1
Bright Central Apartment at 'De Pijp',De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,2,3,150.0,0,11,100.0,52.35405,4.8986,0
"Enjoy my Romantic, Warm and Artistic Loft !",De Pijp - Rivierenbuurt,Shared room,1.0,1.5,3,2,138.0,179,77,91.0,52.351659999999995,4.89118,0
Casa WITS,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.5,2,3,51.0,5,90,97.0,52.361059999999995,4.94541,1
"Charming, light & characteristic apartment",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,120.0,0,40,96.0,52.37056,4.86201,0
Quiet room in cozy apartment at upcoming Noord,Noord-West,Private room,1.0,1.5,2,1,33.0,0,17,88.0,52.405570000000004,4.90824,0
PRACHTIG BOUTIQUE APPARTEMENT IN DE JORDAAN!,Centrum-West,Entire home/apt,1.0,1.0,2,2,140.0,0,13,98.0,52.36874,4.87969,0
Nice/cozy Appartment near RAI & de PIJP',De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,2,3,85.0,30,37,98.0,52.34405,4.90621,0
Beautiful studio at top  location  in amsterdam,Bijlmer-Centrum,Private room,1.0,1.0,3,1,90.0,0,34,90.0,52.314479999999996,4.95368,0
Prettiest Apartment in Oud-West,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,3,150.0,16,43,98.0,52.364,4.8674599999999995,0
Houseboat in centre of Amsterdam,Centrum-West,Entire home/apt,1.0,1.0,2,2,159.0,0,44,97.0,52.38678,4.89128,1
Top Floor Bedrooms with lovely canal view + WiFi!,Centrum-West,Entire home/apt,2.0,1.0,4,3,240.0,0,12,88.0,52.37143,4.88929,0
Big apartment with a great roofterrace,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,3,119.0,0,14,91.0,52.36422,4.9379599999999995,0
Light and modern mini-loft close to citycenter,Westerpark,Entire home/apt,1.0,1.0,2,5,99.0,0,33,96.0,52.39093,4.876530000000001,0
Comfortable apartment in the hart of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,100.0,0,26,95.0,52.372279999999996,4.9069,0
Great musician home with big garden,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,3,2,123.0,0,16,98.0,52.36099,4.93341,0
Nicely decorated apartment in great neighborhood!,Bos en Lommer,Entire home/apt,3.0,1.0,3,2,190.0,0,22,97.0,52.37614,4.85795,1
BRIGHT & COMFORTABLE | EDGE OF THE CANAL DISTRICT!,Centrum-Oost,Private room,1.0,1.0,3,3,150.0,233,154,97.0,52.36022,4.901669999999999,1
Amsterdam Canal House (9 straatjes),Centrum-West,Entire home/apt,2.0,2.0,4,1,400.0,0,65,93.0,52.37021,4.88361,0
☆ Charming apartment for two in West ☆,Westerpark,Entire home/apt,1.0,1.0,2,4,140.0,0,16,98.0,52.37352,4.87326,0
Designed family home in Amsterdam,Geuzenveld - Slotermeer,Entire home/apt,3.0,2.0,5,5,199.0,0,20,94.0,52.38198,4.83638,0
Bright and big apartment with large rooms.,Bos en Lommer,Entire home/apt,1.0,1.0,2,3,110.0,364,61,96.0,52.37833,4.8497699999999995,1
"Light, spacious and modern apartment",Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,4,148.0,5,27,99.0,52.36192,4.93508,1
"Spacious home, Relaxed neighborhood, 3 min from city centre!",Bos en Lommer,Entire home/apt,2.0,1.0,2,2,75.0,0,20,95.0,52.37955,4.86011,0
Studio in the Amsterdam Zuid,Centrum-Oost,Private room,1.0,1.0,2,2,225.0,0,26,90.0,52.36973,4.9023699999999995,0
Room in cosy apt,Zuid,Private room,1.0,1.0,1,2,50.0,0,18,99.0,52.351929999999996,4.84782,0
"Design apartment in BoLo, 15m biking to Dam Square",Bos en Lommer,Entire home/apt,1.0,1.0,4,1,95.0,0,13,91.0,52.37526,4.84501,0
Beautiful loft/apartment in vibrant neighbourhood,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,250.0,0,15,97.0,52.365970000000004,4.86653,0
A romantic sailing boat,Noord-West,Entire home/apt,1.0,1.0,2,2,95.0,0,32,91.0,52.40262,4.899430000000001,0
"House of Arts, City Centre",Centrum-West,Entire home/apt,2.0,2.0,4,3,402.0,6,23,90.0,52.37379,4.8979,0
"Spacious design apartment De Pijp,newly renovated!",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,120.0,0,12,98.0,52.353809999999996,4.90037,0
Home for singles/couple! A 3rd person is possible,Noord-Oost,Entire home/apt,1.0,1.0,3,1,35.0,0,12,95.0,52.3963,4.95815,0
Tasteful apartment in best part of Amsterdam,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,162.0,0,31,97.0,52.355940000000004,4.89616,0
Beautiful cosy apartment in the Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,1,120.0,0,11,96.0,52.35387,4.90187,0
Mo's place with Canal view!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,60,146.0,179,18,98.0,52.34624,4.91156,1
"Great appartment with canal view, incl 2 bicycles",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,150.0,0,17,94.0,52.36237,4.85383,0
Spacious & hip split level home near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.5,4,3,160.0,0,10,93.0,52.36408,4.8602300000000005,0
Private house a few minutes from Amsterdam center,Oud-Noord,Entire home/apt,3.0,1.0,4,2,150.0,0,18,91.0,52.388729999999995,4.95046,0
Cosy and sunny app. in fun neighbourhood,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,6,103.0,0,12,100.0,52.36189,4.93676,0
"Large Central apartment with bikes, child friendly",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,2,90.0,0,10,100.0,52.37325,4.8609,0
Perfect location 2P Apt with WIFI in city centre,Centrum-Oost,Entire home/apt,1.0,1.0,2,1,100.0,0,12,91.0,52.3734,4.92145,0
100m lovely Apartment with Roof Terrace,Oud-Oost,Entire home/apt,2.0,1.0,4,3,199.0,0,15,99.0,52.35194,4.91519,0
"Spacious, light 2 story apartment in trendy Noord",Oud-Noord,Entire home/apt,2.0,1.0,4,2,110.0,0,14,98.0,52.397059999999996,4.91681,0
Spacious family apartment (98m2) near city centre,Bos en Lommer,Entire home/apt,2.0,1.0,4,2,120.0,0,10,98.0,52.377159999999996,4.84778,0
Cozy room in spacious apartment,Watergraafsmeer,Private room,1.0,1.5,2,2,60.0,0,49,89.0,52.351620000000004,4.9231300000000005,0
Light and spacious appartment in West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,110.0,0,10,87.0,52.36843,4.85628,0
"Stylish, en-suite apartment near Jordaan",Westerpark,Entire home/apt,1.0,1.0,4,1,127.0,216,27,99.0,52.37981,4.87418,0
Your beautiful home in fancy Amsterdam-South,Zuid,Entire home/apt,2.0,1.0,2,2,130.0,0,38,97.0,52.34513,4.86046,0
Private room with double bed in nice apartment,Watergraafsmeer,Private room,1.0,1.0,2,3,69.0,0,24,98.0,52.352270000000004,4.9402800000000004,0
Charming Family house with 3 bedrooms,Centrum-Oost,Entire home/apt,3.0,2.0,4,2,158.0,0,42,99.0,52.36116,4.89331,0
Large apartment in the best loaction,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,3,150.0,0,11,93.0,52.35691,4.88885,0
A Stylish and light apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,4,190.0,254,29,91.0,52.361270000000005,4.86216,0
Room with Canal View Close to City Centre,Slotervaart,Private room,1.0,1.0,2,2,71.0,0,15,93.0,52.349940000000004,4.84553,0
Private studio in quiet up-and-coming neighborhood,Bos en Lommer,Private room,1.0,1.0,2,2,89.0,179,174,99.0,52.37682,4.85048,1
Cozy bright city apartment near the city centre!,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,196.0,0,26,90.0,52.355090000000004,4.88968,0
☆Lovely House In Eastern Docklands☆,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,2,125.0,0,19,98.0,52.37317,4.94759,0
Brand new home in Amsterdam East,Oud-Oost,Entire home/apt,2.0,2.5,4,2,223.0,0,39,97.0,52.35776,4.93233,1
Prachtige privé-kamer op schip in Amsterdam,IJburg - Zeeburgereiland,Private room,1.0,1.5,2,2,78.0,0,17,98.0,52.36158,4.990880000000001,1
Cosy and spacious appartment in Upper Eastside,Oud-Oost,Entire home/apt,1.0,1.0,2,2,98.0,0,13,100.0,52.35861,4.9214400000000005,0
"Circus wagon with bikes, garden and free parking",Noord-West,Private room,1.0,1.0,2,3,82.0,265,35,99.0,52.41568,4.90223,1
Family apartment (65sqm) beside playground/park,Bos en Lommer,Entire home/apt,2.0,1.0,4,1,150.0,0,19,96.0,52.37787,4.85179,0
Cosy appartment next to centraal station,Centrum-West,Private room,1.0,1.0,4,1,95.0,0,17,88.0,52.379979999999996,4.89245,0
Nice  apartment in Amsterdam,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,100.0,0,14,97.0,52.38225,4.84778,0
